course_id,course_name,course_prerequisites,course_about
C_course-v1:GZHU+136300904+sp,life and death science (autonomous mode),no prerequisites,"
what is death why do people die how should people die how do people feel when they are about to die how do we deal with the death of a loved one how to face your own death to us death is so mysterious and terrifying


as the longest and most systematic life and death education course offered by domestic universities it mainly involves the nature and dignity of life and death death awareness fear of death experience fear of death near death experience end of life psychology individual death disease aging disaster social death war poverty abortion capital punishment animal rights to life life and death hospice care injury recovery funeral customs death optimization euthanasia brain death and organ transplantation suicide issues etc this course takes life and death as the core concept and the current life as the foothold by demystifying the issue of life and death it gives it sacredness aiming to view life through death and optimize ones own life
"
C_course-v1:BNU+GOV21089621+2019_T1,qualitative research methods (spring 2019),social research methods,"
qualitative research methods called qualitative research methods on campus is a research methods course suitable for all social science researchers and learners the course leader offers this course to academic masters students in the school of government of beijing normal university as a basic degree course in the first level discipline of public administration the number of students taking the course is about 25 every year and as a team member it is open to all masters students in beijing normal university this course is offered to doctoral students as a public elective course the number of students enrolled is limited to 20 students each year and the actual number of participants is about 35 2 rounds have been opened on campus the biggest feature of this course is that it not only imparts knowledge of research methods but more importantly emphasizes that students acquire the application ability of qualitative research methods through participatory learning and cultivate their qualitative research thinking the course has high requirements on mobilizing students enthusiasm for participation and autonomy students are relatively satisfied with the learning effect of the course





this course will explore theoretical issues in qualitative research cultivate practical abilities in qualitative research and shape the way of thinking in qualitative research studying this course will address the following questions what kind of method is qualitative research what is the relationship between qualitative research and quantitative research how to apply qualitative research methods to carry out a specific research work
"
C_course-v1:BNU+ENV13018+2019_T1,environmental planning (spring 2019),"linear algebra, organic chemistry, inorganic chemistry, basic environmental science, ecology",the earth is vast where should flowers be fragrant the current is endless how can the fish fight against the wind and waves the situation is changing can the birds fly freely for thousands of years nature has directed the harmonious growth of all things with its mysterious power in modern times humans have exerted their infinite wisdom to influence the development direction of nature even though seeking too much will inevitably lead to exhaustion being careful in what you do can add to the cake explore during development optimize during exploration let every inch of land carry the beauty it deserves nourish the miracle of life with every river and bring refreshing breath to every breeze respect the environment plan rationally and let us guide the country together
C_course-v1:TsinghuaX+30590023+2019_T1,social research methods (spring 2019),no prerequisites,"
everyone is an observer of life and everyone can become a researcher of society however what is social studies what is social science research how to conduct a scientific social research every student who is interested in engaging in social research may be thinking what issues should i research what are good research questions what research methods should i use why is there a debate between qualitative and quantitative methods how should i collect the data i need how to conduct a survey how are observations and interviews conducted how to evaluate a study how do i state my research topic and research plan behind this series of questions is the skills training process of a social researcher which also includes the development of a scientific spirit and attitude 


in this course the teacher will combine his many years of teaching and research experience to teach all students who are interested in carrying out social research and social investigation the basic process and characteristics of social science research especially applied social science research and introduce design and the basic principles methods and techniques of conducting a social research and their specific application in actual research through the study of this course students will master the basic principles and techniques of research topic selection research design and data collection understand the types and application scope of qualitative and quantitative research methods and be able to design an empirical social research and write a study plan more importantly through this course students can understand the scientific spirit and way of thinking of social researchers cultivate a rigorous scientific research attitude and develop the ability to evaluate a social science research 


this course will combine online learning watching course videos and offline learning offline learning methods include 1 reading the bibliographies and recommended research literature mentioned by the teacher in the video 2 participating in discussions in the classroom discussion area  span3 complete weekly course assignments according to the course progress and complete the final assignment try to complete a topic plan 

assessment method homework 50  final homework 50"
C_course-v1:TsinghuaX+70612463X+2019_T1,social statistical analysis based on r language (spring 2019),no prerequisites,"
statistics is the lingua franca of modern science and an indispensable tool for modern research the combination of social science and classical statistical principles has formed a methodological system that uses statistical measurement systems to study human behavior in social environments this system is not only limited to esoteric numbers tables and formulas but also a logical way of thinking it provides researchers with not only the basic skills of collecting analyzing and understanding data but also a science from evidence to conclusion inference process


statistical analysis can be divided into two parts exploratory data analysis and inferential statistical methods probability theory is the bridge connecting the two this course will use the powerful functions brought by the open source statistical software r language to introduce the necessary skills for exploring data next we will explain the core theories of statistics such as sampling distribution estimation and hypothesis testing finally we will discuss the application of advanced statistical methods such as multiple regression logistic regression and multilevel models in social sciences based on research examples from sociology psychology education and other disciplines


even if you have struggled with math in the past it does not mean you will be at a disadvantage in this class we believe that the training of logical thinking is more important than calculation ability by the end of the course you will have a better sense of how to extract effective information from complicated data statistical analysis in other peoples research will no longer be a restricted area for you to read you will learn how to be a consumer of statistical principles and apply statistical thinking to apply it to your own research
"
C_course-v1:TsinghuaX+10450034_1X_2X+2019_T1,general biology (spring 2019),secondary school biology and chemistry,"
life science is one of the most active subjects in the field of natural science at present and general biology is the basic and introductory course of life science this course will focus on introducing the basic laws and basic knowledge of life sciences as well as research methods research technologies and their application examples it will also integrate the latest research progress in the field of life sciences into the course hoping to help students build a life science the overall knowledge framework and lay the foundation for the study of subsequent biology professional courses


this course is divided into two parts   cell molecular and plant animal with a total of four chapters the course will analyze and understand the basic characteristics and laws of life at multiple levels including molecules cells tissues organs and individual levels the course not only introduces the structure and function of organisms but also introduces the mechanisms of growth development and inheritance of organisms as well as the basic laws of biological evolution


the cells and molecules section includes two chapters   basics of cell biology and basics of molecular biology it focuses on the transmembrane transport of substances the structure of eukaryotic cells energy metabolism of cells cell division and differentiation the molecular basis of inheritance gene expression regulation biotechnology and its applications the human genome and its genetic diseases etc  the plant animal part includes structure and function of higher plants and structure and function of higher animals focusing on analyzing and understanding the basic characteristics and laws of plant and animal life activities from the tissue organ and individual levels among them chapter 3 will introduce the structure and function of the vegetative organs of plants   roots stems leaves and reproductive organs   flowers and analyze the basic rules of plant growth reproduction and development chapter 4 is mainly represented by human beings introducing the composition of the major systems of the human body the structure and function of each organ the evolutionary trends of each system and the basic rules of nerve and body fluid regulation etc at the same time it also introduces the causes of some common diseases mechanism of occurrence etc


this course consists of more than 200 short videos each video is about 10 minutes long and is equipped with exercises and course handouts for review


                   



"
C_course-v1:TsinghuaX+20180412+2019_T1,flower appreciation (spring 2019),no prerequisites,"
the flower appreciation course aims to enable students to understand the concepts and classifications of flowers as well as flower related botanical knowledge be able to identify and appreciate common flowers and understand their plant classification characteristics 






main contents include


1 introduction to flower appreciation


introduce the concept of flowers concepts and classification of flowers 


2 botanical basis of flower appreciation


introduce botanical knowledge related to flowers such as the scientific names of plants the concept of families classification systems etc 


3 appreciation and identification of common flowers


choose a theme for each class and introduce related groups of flowers for example the rose family flowers top ten famous flowers succulents aromatic plants etc that are dominant in spring in the northern region 
"
C_course-v1:SDSNAssociation+CSN+sp,climate change science and negotiations,no requirement,"the time to address climate change is now the mean surface temperature of the earth has risen dangerously and spurred devastating impacts  and not just on natural ecosystems worldwide but on daily human life we are currently on pace towards a temperature increase of 4c or more this century while scientists and policymakers propose targets of just 1 2c to avoid the total destruction of the planet 

in this course learn solutions to mitigate the effects of the global greenhouse gas emissions causing temperature rise and how to apply these solutions in different national contexts improvements"
C_course-v1:TsinghuaX+00690302_2+2019_T1,join hands in the flower room - appreciation of kunqu opera classics (spring 2019),"this course introduces the classic kun opera repertoire. regarding the general knowledge of kun opera, it is recommended to take ""original colors in bloom - appreciation of the art of kun opera"" first.","
as a follow up to the coursethe original colors are blooming   kunqu opera art appreciation this course will focus on introducing the current kunqu opera repertoire ten original plays such as the peony pavilion and the palace of eternal life are more commonly seen on the stage and twenty excerpts such as the story of huanshaji zi and the joy of the worldmarrying a sister are among the more common ones on the stage 


for each play the course will introduce its original author plot outline main characters frequently performed selections character professions artistic features common versions etc to help theatergoers better appreciate these plays 
"
C_course-v1:UC_BerkeleyX+CS169_2x+sp,software as a service (saas) - part 2,studied cs 169.1x,"
cs 1692x is the second part of uc berkeleys semester long engineering software as a service course in the first part cs 1691x students deploy a simple saas application on the cloud using agile development methods in the second part cs 1692x students will create more complex applications by adding relationships to modules and enhance applications with javascript students will also learn what happens when the application is actually distributed to users including how to monitor performance how to identify and resolve common performance issues and how to avoid compromising customer data finally students will learn how to apply agile techniques to improve and refactor legacy code an essential skill for professional programmers


other content includes


how to build organize and manage small programming teams


what are design patterns and how to spot opportunities to apply them


use advanced rails features like third party authentication and design patterns often seen in saas


three homework assignments two programming tasks and one operationspublishing task


there are also several quizzes course videos and assignments were revised in october 2013


course format


courses consist of 8 to 12 minute lecture videos some of these include accompanying self check questions there are also individual testsquizzes outside of programming assignments and lecture videos


how can i learn more about the course content


please watch the video on this page


are video subtitles downloadable


	yes subtitles can be downloaded


do you need to watch videos simultaneously


	need not you can watch it on your own time


do i need to download any software


you need to prepare a virtual machine containing the image we provide you can download this image and run it on any intel x86 based computer using the free virtualbox virtualboxorg software alternatively you can configure it on amazon elastic compute cloud by following the tutorials we provide


please download the virtual machine and view the running instructions in the vm tutorial


which versions of ruby and rails are used in the course


please download all visible virtual machine images at httpbetasaasbookinfobookware vm instructions you can download this image and run it on any intel x86 based computer using the free virtualbox virtualboxorg software alternatively you can configure it on amazon elastic compute cloud by following the tutorials we provide we generally use rails 32 and ruby 193 but will also use other pre installed tools


what you will learn


 how to create more complex applications by adding relationships in modules and enhance applications with javascript


 what will happen when the application is actually assigned to users including how to monitor performance how to discover and solve common performance problems and how to avoid harming customer data


 how to apply agile techniques to improve and refactor legacy code
"
C_course-v1:NJU+2018041201X+sp,get closer to china’s excellent traditional culture (independent mode),no prerequisites,"
chinese traditional culture has a long history is extensive and profound has lasted for five thousand years without interruption and is still full of vigorous vitality and unique charm in the long course of history although chinese traditional culture has continued to rub collide and merge with marxism and western mainstream thought the essence of traditional culture has always flowed in our national blood enduring and lasting 


chinas excellent traditional culture is the cultural foundation for realizing the great rejuvenation of the chinese nation especially in todays society under the impact of the rapid development of market economy and the wave of modernization it is urgent for us to build advanced culture and reshape chinese civilization from traditional chinese culture and from ancient times get nourishment from the sages this course will lead everyone to approach the excellent traditional chinese culture with a sincere attitude appreciate the true essence of traditional culture under the guidance of sages and original scriptures and appreciate the excellent concepts of traditional culture through thinking about history and reality 


this course is divided into two parts the first part briefly explains the status historical development main characteristics basic spirit and core concepts of chinas excellent traditional culture it also explains how to correctly understand and carry forward chinas excellent traditional culture based on current theoretical and practical needs traditional culture the second chapter explains in detail the twelve principles of loyalty to the country people oriented world harmony diligence thrift and clean government sacrificing ones life for righteousness benevolence and filial piety harmony without difference dedication to the community honesty and trustworthiness self improvement virtuous conduct and respect for teachers and ethics the core concepts in chinas excellent traditional culture are based on classic texts supplemented by ancient and modern cases explain in simple terms and analyze the unique connotation and contemporary value of traditional culture based on the reality of daily work study and life and effectively carry forward the inheritance of chinese traditional culture to this day the spiritual core safeguard the excellent ideas in traditional chinese culture and build a strong spiritual personality for every chinese
"
C_course-v1:BNU+0610073981+2019_T1,western philosophy i: ancient part (spring 2019),introduction to philosophy knowledge,"
this course is the first part of a series of courses on western philosophy the main content is a historical description and logical interpretation of the development of ancient western philosophy from ancient greek philosophy in 400 bc to medieval scholasticism 






assessment mechanism in addition to course video learning the two test questions and the final exam questions account for 60 and 40 of the total score respectively the full score is 100 with 60 points for passing and 85 points for excellence 
"
C_course-v1:BJTU+2017052601X+2018_T2,a brief history of technological innovation (autumn 2018),no prerequisites,"
this course tells the development of the industrial revolution and technological changes in important fields since the 18 century summarizes the historical experience of the first three industrial revolutions and focuses on the history of technology and humanities the stories of technological innovation figures and the impact of technological innovation on society the social history of technology and the intellectual history of technological innovation that reveals why technological innovation occurs this course can inspire students to think about previous industrial revolutions and start learning and discussing the impact of the fourth industrial revolution on mankind
"
C_course-v1:CSU+210102T10+sp,mental health education for college students (autonomous model),no prerequisites,"
mental health education for college students is a public required course for college students  it is a cultural quality course belonging to the ideological and political theory course series this course aims to promote young college students to successfully adapt to college life enhance their awareness of mental health care and lay a good psychological quality foundation for cultivating college students into innovative talents in the new era


dr ye xianghong and dr tang haibo use 40 videos to guide you through the introduction and eight special topics so that you can swim in the ocean of mental health this course will allow you to learn 1self awareness development 2emotional regulation 3 on the basis of understanding the mental health standards for college students spaninterpersonal adjustment4sexual psychology and love psychology maintenance5learning and creative psychology6healthy personality shaping7life education and psychological crisis intervention8 eight special topics including career planning for college students master basic psychological adjustment methods and skills and face stressful situations with wisdom real life helps you live a colorful and satisfying life 


british philosopher whitehead said middle school students need to study at their desks college students need to stand up and look around  this course will clear up the fog for you lead the voyage and help you stand up and look around  live a wonderful life 
"
C_course-v1:BNU+CSL21148501+2018_T2,chinese text vocabulary,basic knowledge of modern chinese and ancient chinese,"this course is a professional basic course for the disciplines of linguistics and applied linguistics teaching chinese as a foreign language and teaching chinese to speakers of other languages 
this course is divided into two parts chinese characters and vocabulary the chinese character part will teach the basic theory of the origin and development of chinese characters the unique ideographic characteristics of chinese characters and the ideographic rationale for glyphs and the unique correspondence between chinese characters chinese characters and ancient culture and society close relationship with life introduces the style and usage of the first mature and systematic philology work shuowen jiezi the vocabulary part will introduce the basic theory of chinese vocabulary explain the relationship between morphemes words phrases and other language units and chinese characters explain the composition and development and evolution rules of chinese vocabulary and analyze the composition and interrelationship of chinese word meanings 
this course aims to help students lay a theoretical foundation in chinese vocabulary and characters deepen and expand the basic knowledge of modern chinese vocabulary and characters build a knowledge structure about the chinese vocabulary and characters system understand the analysis methods of related issues and promote students understanding of teaching chinese as a foreign language understand the results of vocabulary and text research improve students ability to analyze relevant text and vocabulary problems research interests and ability to solve relevant text and vocabulary problems in actual teaching 
the characteristics of this course are to connect ancient and modern times vocabulary and characters based on the basic theory of chinese ontology and the characteristics and needs of teaching chinese as a foreign language it scientifically analyzes the characteristics of chinese vocabulary and chinese characters and the special relationship between them while highlighting the theoretical system at the same time practical application is taken into account 
this course can effectively help learners master the ontological knowledge of chinese and its teaching methods studying this course will also help those learners who are already engaged in teaching chinese as a foreign language to improve theoretically 
"
C_course-v1:XJTU+C00204+2019_T1,introduction to chinese philosophy classics (spring 2019),no prerequisites,"



course content 


this course is divided into ten topics respectively introducing the thoughts of the book of changes the thoughts of confucius the analects the thoughts of laozis tao te ching the thoughts of the great learning and the doctrine of the mean the thoughts of zhuangzi and the thoughts of the art of war by sun tzu thoughts the thoughts of mo jing the thoughts of heart sutra as well as the thoughts of zhu xis neo confucianism and wang yangmings chuan xi lu it not only introduces the classics of confucianism buddhism and taoism but also explains neo confucianism and xinxue thoughts in order to view traditional chinese philosophy from a broader perspective and enable students to have a comprehensive understanding of traditional chinese philosophy


the course has been rated by coursera as one of the most popular 8 courses for chinese learners many times in a row this course project has published a textbook introduction to chinese philosophical classics and multiple papers the introduction to chinese and western philosophy classics with this course as the main body was rated as a national outstanding general elective course and a shaanxi provincial video resource sharing course in 2014 






"
C_course-v1:ICx+Spanish001+sp,spanish is easy el español es fácil (autonomous mode),no se requieren conocimientos previos de español. no knowledge of spanish required,"
este curso está diseado and objetivo de proporcionar a sinohablantes unprimed acercamiento al espaol and la cultura hispanohablante 


this course is designed to guide chinese students to take the first step in understanding spanish and spanish culture 
                                                                        
aluminum irá dando primeros pasos en aprendizaje de espaol de una forma fácil y atractiva un restaurante y comprar en un tienda de ropa






students will start learning spanish in an easy and engaging way through communication learning methods students will be exposed to daily communication and conversation from the beginning of their studies you will also learn how to introduce yourself how to order food in a restaurant how to buy clothes in a clothing store etc

its a great place to be its an introductory cultural thing its a fundamental thing its an alumnus that interacts with the human being






the course will focus on culturally relevant content as this is the most important factor for students to be able to converse in a spanish speaking environment 

asimismo se ofrecen claves and estrategias of ayudarán al estudiante en el proceso de adquisición de la nueva lengua 






at the same time the course will teach students methods and strategies for learning a new language 











"
C_course-v1:NCTU+wym+2019_T1,the history of the wisdom development of xinxue in the ming dynasty: wang yangming takes you to fight bandits (spring 2019),no prerequisites,"
there are so many bandits in the world and the most difficult bandits are hiding deep in your heart at the end of the qing dynasty and the beginning of the republic of china china was facing various internal and external troubles whether it was the reformist liang qichao or the revolutionary sun yat sen they were all deeply influenced by wang yangming they drew inspiration from yangming thoughts and put forward solutions for reforming society new proposition wang yangming himself said it is easy to break thieves in the mountains but it is difficult to break thieves in the heart he spent his whole life fighting bandits and at the same time taught his lifes philosophy of mind some people regarded him as the god of war some said he was a saint but he said that the streets were full of saints only by first becoming a hero can one become a first class person and do first class things this course will tell you how wang yangming defeated bandits and it will also tell you where the bandits hide in your heart





this course has a total of 8 weeks with 2 hours per week and 4 units per hour the fourth week is the mid term exam and the eighth week is the final exam week the content is cross field and cross strait suitable for focusing on history psychology people who are interested in philosophy and management are welcome to study this course this course is a general course that appeals to both refined and popular tastes in addition to current students and people from society people who are willing to learn about psychological counseling and life education are also welcome to register for this course we look forward to taiwan and mainland china friends who are concerned about how mind learning can nourish life are all here to gather together to make this course a popular course for chinese people on both sides of the taiwan strait to jointly explore life education and to help build the teaching platform of the teacher as a high quality brand for the development of local chinese academics we look forward to your participation follow the legendary things done by the legendary wang yangming go to the mountains and seas to fight bandits





it is expected that students will be able to understand the following five teaching purposes after completing this course





1 get to know wang yangmings magnificent life


2 understand the history of the development of psychology in east asia


3 understand the coordinates and meaning of your own life


4 understand the mysteries of relationships between people


5 understand new thinking in solving management problems 
"
C_course-v1:IMUN+5016105+2019_T1,ancient chinese literature,"""ancient chinese""", history of ancient chinese literature is a professional basic course for undergraduates majoring in chinese language and literature this course aims to enable learners to understand the social conditions and literary achievements of the pre qin han wei jin southern and northern dynasties and understand the context of literary development in this period the online course mainly involves the book of songs chu ci and other works in pre qin literature representative works of chinese prose and historical prose an overview of the creation of historical records yuefu folk songs and han fu in qin and han literature as well as jianan literature zhengshi literature tao yuanming and xie lingyun in wei jin southern and northern dynasties literature etc learners should have an in depth understanding of and master the lives and creations of key writers such as qu yuan sima qian tao yuanming etc as well as the ideological content and artistic achievements of key works such as the book of songs li sao warring states policy and historical records 
C_course-v1:TsinghuaX+00690212X-2+sp,ancient chinese etiquette civilization (part 2) (independent mode),"""ancient chinese civilization of etiquette and righteousness"" (part 1) mooc",china is a land of etiquette that has been passed down for thousands of years and its teachings have spread overseas according to legend during the yin and zhou dynasties more than 3000 years ago duke zhou made rituals and music and put forward the program of ritual rule later through the promotion and improvement of confucius and the seventy year old scholars as well as mencius xunzi and others etiquette and justice civilization became the core of confucian culture after the western han dynasty as the theoretical form of etiquette civilization and the source of ancient ritual systems rites zhou rites and book of rites were successively included in the academic circles it goes without saying that it is the foundation of ritual making and its profound impact on chinese culture and history with the formation of the confucian cultural circle in east asia the civilization of etiquette and justice has naturally become an important feature of eastern civilization there is no doubt that to understand traditional chinese culture you need to understand ancient chinese civilization of etiquette and justice
C_course-v1:HIT+HIT2016002+sp,alpine skiing (autonomous mode),no prerequisites,"skiing was born in the practice of human beings conquering nature the earliest skiing activity was for people to use snow as a means of walking hunting transportation migration warfare etc it began about 8000 bc 
with the changes of the times the practical value of skiing has gradually decreased but because it is closer to nature and life it is widely accepted by people today skiing has become one of the most popular leisure sports in winter 
alpine skiing was developed on the basis of cross country skiing it originated in the alps of europe so it is called alpine skiing it is a snow sports event that uses skis and ski poles as the main equipment to perform turns and slides on specially designed routes on the mountain 
in 1721 a formal skiing organization was established in the norwegian army twelve years later general skiing skills became one of the necessary skills for men in the early army soldiers usually tied leather on the heels of their shoes this was a primitive braking device to prevent their skis from falling off when going downhill however such binding is sometimes too loose to ensure control of the skis therefore a separate reliable ski pole emerges as the times require it can play a braking role on downhill sections and can be used as a brake on flat sections accelerator for increased speed from 1733 to 1917 norway published the earliest ski books established the earliest ski club and the first ski team 
in the late 1920s alpine skiing competitions further increased especially large scale competitions at this time alpine skiing was well established both in terms of organization and rules with the development of international events such as the world championships and world cup alpine skiing has become popular all over the world 
"
C_course-v1:BNU+2018091305X+2019_T1,martial arts and physical fitness and risk avoidance (spring 2019),no prerequisites,"
this course consists of three parts ten uses of chinese martial arts ten close fights of chinese martial arts and ten long fights of chinese martial arts a total of 30 practical essences that are easy to learn and practice constitute 


through the study of this course students will be familiar with and master practical martial arts techniques such as kicking hitting throwing and grabbing in chinese martial arts and improve students risk awareness and practical ability to respond to violations and effectively avoid injuries through an in depth and simple introduction to the profound cultural connotation of chinese martial arts we can improve students understanding of the practical movements of martial arts and martial arts sanda combat and expand their prevention awareness and identification of injuries and risks that may be encountered in daily life ability broaden students knowledge cultivate students cultural understanding and spiritual inheritance of martial arts and traditional national sports 

the course not only teaches exercises to strengthen the body but also explains how to defend yourself and avoid danger comprehensively promote the graduate students to master the methods and means of using chinese martial arts techniques to exercise improve the student groups ability to effectively use their own limbs for self protection and establish the student groups awareness of prevention and avoidance in the face of various social risks and flexible handling of problems at the same time cultivate cultural self confidence promote the national spirit and give full play to the role of martial arts tradition in cultural construction"
C_course-v1:TsinghuaX+10690012+2019_T1,the way of academics (spring 2019),no prerequisites,the chief professor will teach about his own academic growth process life and scientific research work insights etc to inspire students sense of responsibility mission and aspirations and ideals in pursuing science and truth at the same time this course is equipped with a certain amount of classic reading group discussion and writing sessions through lectures and classic reading students can further enrich their knowledge of science humanities art and engineering especially the interrelationship between them through writing and tutorial sessions students can improve their written and oral expression skills and understand preliminary academic knowledge norms group discussions emphasize communication and interaction among students improving communication skills and awareness of critical thinking 
C_course-v1:TsinghuaX+30806872X+2019_T1,"life, art and fashion: seven thousand years of chinese clothing (spring 2019)",love chinese traditional clothing culture,"
this course is based on the content of tsinghua universitys premium course history of chinese clothing taught by dr jia xizeng it invites chinas best historical experts collectors and restoration groups to learn from material life and social aesthetics through a large number of rich archaeological objects and image materials from the perspective of change it interprets the historical development cultural connotation and symbolic meaning of chinese clothing compares and displays the artistic style clothing styles cutting structures and craft details of traditional chinese clothing analyzes the techniques and paths for the transformation of traditional chinese clothing elements into fashion and provides numerous examples of famous teachers the successful cases of big name fashion design with historical elements build a bridge between chinese costume history and fashion design and help students learn the history of traditional chinese costume understand ancient chinese fashion and effectively use the elements of chinese costume history to learn and apply what they have learned fashion design has great practical significance and reference value
"
C_course-v1:TsinghuaX+40140632X+2019_T1,fundamentals of fluid machinery (spring 2019),learners are required to have a certain foundation in advanced mathematics and basic knowledge of fluid mechanics.,"
this course explains the basic theoretical knowledge and engineering application methods of typical fluid machinery such as turbines water pumps fans and valves the content includes the definition application classification and latest development overview of fluid machinery typical fluid machinery structure and working principle runner energy conversion principle and the impact of other flow channel components on energy conversion similarity theory and dimensionless parameter engineering application cavitation erosion  abrasion and corrosion performance curves and operating characteristics comprehensive analysis of multi phase flow multi field coupling characteristics standardization quality supervision and industrial process analysis etc this course is closely combined with engineering applications to understand and analyze the latest research progress on multi phase flow and multi field coupling characteristics it vividly explains the basic theoretical knowledge of fluid machinery through the introduction of a large number of pictures video materials and engineering problem examples
"
C_course-v1:TsinghuaX+80160283+2019_T1,systematic product design and development (spring 2019),"there are no specific course requirements, but you need to have basic knowledge of advanced mathematics and college physics, as well as general knowledge of engineering mechanics, mechanics, electrical engineering and electronics, economics, and management.","
watt saw water vapor lifting the lid of a pot and invented the steam engine newton was hit by an apple and discovered the law of universal gravitation for a long time people have been superstitious that successful new product ideas come from a sudden inspiration however every major invention that benefits mankind is a technical solution that many people spent years of hard work and experienced countless failures before finally coming to the fore 


how to integrate into the technology development team discover the real needs of customers for products how to create a competitive product concept and ensure that new products can be manufactured at low cost and high quality these will be the challenges we face this course will tell you how to explore market opportunities how not to leave room for potential competitors to survive how to weigh product maturity and launch timing how to protect your own intellectual property rights and lead you on the systematic design and development of products fast track
"
C_course-v1:BNU+2018122601X+2019_T1,the meaning is in the image - appreciation of chinese classical poetry (spring 2019),no prerequisites,"
what is imagery image is the meaning that is in the heart but not in the mouth and is vague and cannot be conveyed the meaning is in the image and the meaning is in the words xiang is a carrier meaning that kind of poetry taking image as a breakthrough point and grasping image the code of chinese poetry we can unlock the origin of the beautiful artistic conception in classical poetry 






this course breaks the traditional teaching method of poetry courses based on time clues or character clues it starts from the imagery of classical poetry including spring autumn bright moon setting sun pastoral wine explained from six angles leading everyone to approach poetry understand poetry and write poetry 
"
C_course-v1:SichuanU+302074030+2019_T1,mechanical principles (spring 2019),"mechanical drawing, theoretical mechanics","

mechanical principles is a course for learning basic knowledge related to the motion scheme design of mechanical systems it is an important basic technical course required for mechanical related majors it is a discipline that studies the common theories and design methods of machines and mechanisms in the entire teaching plan of mechanical related majors the main courses play a very important role in connecting the previous and the following the teaching goal of this course is to use the basic knowledge of mechanism motion design mechanical power design and mechanical system scheme design as a carrier to cultivate students thinking styles and methods of innovative design of mechanical system schemes as well as the comprehensive design ability and innovation of mechanical system schemes design ability and engineering practice ability the main contents of the course include basic knowledge of mechanism structure analysis mechanism motion analysis methods basic knowledge of machine dynamics analysis and design of commonly used mechanisms   gear mechanisms cam mechanisms linkage mechanisms etc


the textbook used in this course is the eighth edition of mechanical principles edited by sun huan of higher education press





"
C_course-v1:HRBEU+2018081301+sp,intellectual property law and innovation protection (independent model),no prerequisites,"
intellectual property law and innovation protection is a legal interdisciplinary course for law and non law undergraduate majors as well as law enthusiasts scientific and technological personnel and entrepreneurs in society the main knowledge points and cases involve patent law trademark law copyright law anti unfair competition law trade secret law tort liability law commercial arbitration and litigation etc providing a large number of cutting edge perspectives for the shaping of solid basic theories of intellectual property exception case in the face of technological wars in the digital age how to improve risk awareness cold eyed thinking and early warning and prevention capabilities are both urgent and practical issues


if you can use your fragmented time to study the intellectual property and innovation protection course freely and independently i believe that you will not only be a scholar who is willing to choose to improve but you will also know how to use intellectual property skills to proactively understand the mixed competition society see you online



"
C_course-v1:GZHU+136300904+2019_T1,life and death (spring 2019),no prerequisites,"
what is death why do people die how should people die how do people feel when they are about to die how do we deal with the death of a loved one how to face your own death to us death is so mysterious and terrifying


as the longest and most systematic life and death education course offered by domestic universities it mainly involves the nature and dignity of life and death death awareness fear of death experience fear of death near death experience end of life psychology individual death disease aging disaster social death war poverty abortion capital punishment animal rights to life life and death hospice care injury recovery funeral customs death optimization euthanasia brain death and organ transplantation suicide issues etc this course takes life and death as the core concept and the current life as the foothold by demystifying the issue of life and death it gives it sacredness aiming to view life through death and optimize ones own life
"
