course_id,course_name,course_prerequisites,course_about
C_course-v1:dlmu+20180906+2019_T1,introduction navigation spring,prerequisites,course divided five chapters provide comprehensive analysis navigation perspectives overview crew ship navigation safety chapter overview introducing concept development role significance navigation chapter crew introducing crew culture crew contributions main responsibilities crew chapter ships introduces development ships ship types ship structures ship life saving fire fighting equipment ship communication power equipment etc chapter navigation introduces basic navigation knowledge navigation plan designation ship positioning navigation navigation watch maneuvering collision avoidance etc chapter safety introduces contents solas convention international convention prevention pollution ships guarantee safety life property sea
C_course-v1:TsinghuaX+80150193X+2019_T1,basics car collision safety spring,engineering mathematics physics theoretical mechanics mechanics materials necessary prerequisite courses basic computing knowledge abilities example calculate velocity curve acceleration curve plot preliminary understanding automobile structure related knowledge,automobile collision safety design analysis important part automobile engineering design automotive products good crash safety performance basic requirement regulations market access also important way compete market reducing road traffic accident casualties important social economic significance righteous automobile collision safety technology core technology comprehensive challenging course systematically introduces basic principles design principles automobile collision safety concepts methods well related cutting edge technologies english version course title tsinghua university excellent course selected ministry education study english china teach branding courses main contents course includeunit crash response crash performance evaluationlecture introduction fundamentals automobile collision safetylecture structural response car front collision occupant entry exit basic theoretical knowledge car collision safetylecture human body collision response damage car collision accidents starting point collision protection design lecture car crash safety evaluation method test paper car crash safety performanceunit occupant restraint systemlecture car seat belts air bags effective crash safety protection devicelecture car seats crash protection devices basic support crash protectionlecture child occupant crash protection peculiarities easy understandlecture adaptive occupant restraint system protection individual crash condition differencesunit vehicle structure highly related occupant load working conditionslecture automobile side impact protection resource optimization limited space timelecture occupant head impact protection design based mechanical model analysis innovative caseslecture pedestrian collision protection design coordinated shape general arrangement body structureunit design analysis structures materials impact loadslecture collision mechanics design analysis automotive structural parts competing mechanics skillslecture characterization simulation impact mechanics behavior automotive materials basis ensuring reliability simulation results plecture car lightweighting miniaturization collision safety individual overall game balancelecture research collision safety small electric vehicles batteries research case
C_course-v1:TsinghuaX+20180131001+2019_T1,landscape painting techniques spring,prerequisites,teaching process divided seven sections section theoretical narration aesthetic purpose expression methods traditional chinese landscape paintings section pen ink materials section one training methods pen ink painting method hemp ink section pen ink training method two cow maochun painting method section third method pen ink training axe splitting chapped painting method section fourth method pen ink training trunk method dot leaf method section pen ink training method five branch method
C_course-v1:TsinghuaX+80150193X+sp,basics car collision safety autonomous mode,engineering mathematics physics theoretical mechanics mechanics materials necessary prerequisite courses basic calculation knowledge abilities calculating velocity curves acceleration curves drawing preliminary understanding automobile structure related knowledge,automobile collision safety design analysis important part automobile engineering design automotive products good crash safety performance basic requirement regulations market access also important way compete market reducing road traffic accident casualties important social economic significance righteous automobile collision safety technology core technology comprehensive challenging course systematically introduces basic principles design principles automobile collision safety concepts methods well related cutting edge technologies english version course title tsinghua university excellent course selected ministry education study english china teach branding courses main contents course includeunit crash response crash performance evaluationlecture introduction fundamentals automobile collision safetylecture structural response car front collision occupant entry exit basic theoretical knowledge car collision safetylecture human body collision response damage car collision accidents starting point collision protection design lecture car crash safety evaluation method test paper car crash safety performanceunit occupant restraint systemlecture car seat belts air bags effective crash safety protection devicelecture car seats crash protection devices basic support crash protectionlecture child occupant crash protection peculiarities easy understandlecture adaptive occupant restraint system protection individual crash condition differencesunit vehicle structure highly related occupant load working conditionslecture automobile side impact protection resource optimization limited space timelecture occupant head impact protection design based mechanical model analysis innovative caseslecture pedestrian collision protection design coordinated shape general arrangement body structureunit design analysis structures materials impact loadslecture collision mechanics design analysis automotive structural parts competing mechanics skillslecture characterization simulation impact mechanics behavior automotive materials basis ensuring reliability simulation results plecture car lightweighting miniaturization collision safety individual overall game balancelecture research collision safety small electric vehicles batteries research case
C_course-v1:JXUST+JXUST2016001+2019_T1,artificial intelligence spring,algorithm analysis design mathematical statistics probability theory,main content definition artificial intelligence tree search algorithm information free search strategy heuristic search strategy constraint satisfaction problem solving game algorithm bayesian network hidden markov model kalman filter features teaching time artificial intelligence course school hours required course masters degree students computer science technology since basic theory artificial intelligence involves intelligent search reasoning machine learning etc essential theoretical foundation various research directions current information graduate students lay good foundation students conduct depth research various directions ideas applied pattern recognition intelligent analysis processing images videos data mining intelligent processing applications various information since course teaching focuses description algorithms students find boring master intelligent ideas well practical exercises combined programming
C_course-v1:SCUT+145055+2018_T2,data structures autumn,c programming,data structure important professional basic course various majors computer science course mainly discusses logical structure storage structure algorithm design algorithm evaluation data allowing students depth understanding various data structures linear tables stacks queues trees graphs etc well basic algorithms search sorting understand also requires students systematically master ideas techniques algorithm design different data structures specific engineering problems data structure course strong theoretical practical aspects course performance assessmentdaily homework pass score points
C_course-v1:WUT+WUT2016001+sp,networks groups markets autonomous model,best basic knowledge graph theory probability theory,various networks modern society world wide web social networks transportation networks etc people interact influence resulting variety interesting problems people say friends friends friends friends friends friends friends enemies enemies friends want need go six people get know stranger hidden patterns behind social phenomena dont know carefully select self driving route find stuck traffic jam even congested highway blame lack social resources lack education dont know game theory actually used route selection course networks groups markets starts interdisciplinary perspective comprehensively uses relevant concepts methods economics sociology computer science applied mathematics analyze reason several typical issues real economic social life help students understand connotation cross discipline cultivate students ability solve problems sociology economics concept computational thinking love food clothes beauty home peace customs neighboring countries look hear sound cocks dogs people interact grow old die era small countries people long gone blink eye world connected lets dive deeper explore behavioral principles effects highly connected world
C_course-v1:WUT+WUT2016001+2019_T1,networks groups markets spring,best basic knowledge graph theory probability theory,various networks modern society world wide web social networks transportation networks etc people interact influence resulting variety interesting problems people say friends friends friends friends friends friends friends enemies enemies friends want need go six people get know stranger hidden patterns behind social phenomena dont know carefully select self driving route find stuck traffic jam even congested highway blame lack social resources lack education dont know game theory actually used route selection course networks groups markets starts interdisciplinary perspective comprehensively uses relevant concepts methods economics sociology computer science applied mathematics analyze reason several typical issues real economic social life help students understand connotation cross discipline cultivate students ability solve problems sociology economics concept computational thinking joyful food beautiful clothes comfortable residence happy customs neighboring countries look hear sound cocks dogs people interact grow old die era small countries people long gone blink eye world connected lets dive deeper explore behavioral principles effects highly connected world
C_course-v1:TsinghuaX+20740042X+2019_T1,basics computer culture spring,prerequisites,faced complexity endless emergence software hardware want understand basic principles behind always changing living information age opportunities challenges coexist various new technologies new terms emerging overwhelmingly successfully led industry trend others short lived gimmicks want know identify unforeseen smart computing devices become indispensable component modern life computer culture penetrated every aspect society want better integrate cultural atmosphere explosion information given rise fast paced model internet age todays buzzwords may become clichs tomorrow todays trendy devices may become obsolete products tomorrow environment grasping general direction development information technology comprehensive intuitive understanding current era macro perspective finding position confusing information age may important mastering certain software much practical use public basic course uses vibrant information technology content carrier pave way solid information literacy professionals various fields universities public basic course majors grades school whether computer novice wants learn image processing software make posters programming master millions lines code eager understand world beyond new perspective engage jobs almost completely unrelated computers jobs still exist forced trend comprehensive systematic depth understanding current information technology matter purpose believe learn course get benefits class course regarded introduction course computer world adopts brand new course concept teaching model exciting content distinctive features compared traditional courses biggest feature course teaching subjects school teachers also experts scholars various related fields information technology tell different computer worlds new perspective based unique experiences teaching content far didactic cold book knowledge also includes vivid cases stories closely related life addition due extremely rapid development information technology course specific teaching materials book publishing lagging behind content constantly updated striving present novel cutting edge line trend times course also based cultural perspective trying hard convey cultural flavor information technology profoundly affected human society audience establish universal computational thinking
C_course-v1:TsinghuaX+40670702X+2019_T1,introduction film television production spring,take journalism photography course first understand basic knowledge photographic composition visual communication,core content course learn use cameras editing systems learn rules photographic composition television editing students required familiar master audio visual language basis study various aspects television news documentaries micro films production video format period workshop work analysis methods students allowed experience produce video works personally students encouraged participate various awards home abroad works
C_course-v1:TsinghuaX+Grasshopper101+2019_T1,grasshopper parametric design modeling spring,need master basics using rhinoceros software,course online learning content matching caadinternship second year undergraduate students tsinghua school architecture caadinternship course lasts one week held throughout week compulsory internship course undergraduate students majoring architecture urban planning landscape architecture school architecture number students bpeople online course first part caadpractice course teaches thegrasshopperprogramming method using parametric method design introduce thinking programming design use algorithmic logic generate geometric shapes design method describe logic form function structure design algorithms expands architects ability control form also makes design rational adaptable grasshopper widely used parametric design platform based onrhinoceros modeling software geometric modeling systems nurbs mesh used programming parametric modeling grasshopper adopts graphical programming method many common algorithms encapsulated modules combined graphical interface easy write efficient high suitable designers learn apply addition grasshopper parametric design platform many plug ins introduce different geometric modeling physical simulation performance optimization algorithms system expand functions plug ins growing rapidly therefore grasshopper valuable tool scheme creation daily design work worth learning every designer course includes introduction parametric design grasshopperintroduction basic data types data structure nurbscurve surface modeling data structure modeling skills meshmodeling kangaroophysical simulation
C_course-v1:LZU+20171113+SP,indoor flower plant cultivation technology decorative scenery independent mode,prerequisites,indoor flower plant cultivation technology decorative scenery public elective course suitable college students various majors school course designed let students understand chinese flower culture master types characteristics indoor flowers plants become familiar various containers substrates tools decorative materials etc used flower cultivation master soil replacement dust removal soil mixing indoor flowers plants fertilization watering humidity control methods pest control basic skills master greening decoration indoor spaces different functions maintenance management technology greening materials focus relationship environment scale space color group plant combination skills artistic cultivation techniques key points vase design production three dimensional cultivation methods key points plant selection cultivation techniques combined cultivation knowledge feng shui aspects indoor plant placement study course students appreciate unique charm indoor flowers understand character culture flowers scientifically rationally cultivate flowers create harmonious indoor environment full greenery enables students certain theoretical level practical ability greening decorating interiors spare time studying working cultivate sentiments cultivate positive attitude towards life
C_course-v1:WUT+WUT2016003+2016_T2,principles design autonomous mode,basic theory design discipline,comparative study three cases course explores inherent universal structure mechanism design serves basis basis learners carry design research practice help general structure mechanism design system summarized course learners clearly distinguish basic elements general structure design system summarize design rules principles formulate effective diversified research development strategies practice plan although course postgraduate course learners need special design theoretical foundation contrary since study humanities principles research methods final summary used course provide learners research results principles help
C_course-v1:MicrosoftX+Microsoft101+sp,microsoft research asia big data lecture series autonomous mode,recommended senior undergraduate graduate students,computer science affecting lives like never making lives simpler convenient fulfilling big data research based computer science perfectly demonstrates concepts quantity speed diversity increasingly become area widespread concern computer science community fall tsinghua universitys interdisciplinary information institute microsoft research asia jointly launched graduate professional course big data fundamentals applications eight senior researchers including dr hong xiaowen senior vice president microsoft corporation chairman microsoft asia pacific rd group director microsoft research asia three professors tsinghua university jointly completed week teaching task since inception joint course received attention praise academic community many recommending microsoft research asia share relevant content university teachers students form online courses view half year careful preparation online course microsoft research asia big data lecture series finally available everyone course explained english english subtitles total lectures totaling hours study microsoft research asia big data lecture series online course opportunity visit microsoft research asia face face communication teaching researchers outstanding students chance successfully apply microsoft research asia internship program absolutely change life academician yao qizhi turing award winner professor tsinghua university
C_course-v1:SCUEC+20171229001+2019_T1,hello psychology spring,prerequisites,selecting core knowledge points main content general psychology explained four aspects history methods research topics applications help students grasp history development psychology construct psychological knowledge context longitudinal perspective starting research methods let students feel scientific charm psychology connect knowledge points two aspects cognitive social development content applied psychology knowledge designed perspective understanding oneself individual condensation course content allow beginners psychology enter palace psychology experience excitement psychology
C_course-v1:TsinghuaX+00740113_2X+sp,vc objectoriented visual programming part mfc programming basics autonomous mode,c language programming understanding c help learn course better,course uses visual c environment introduce basic ideas methods object oriented visual programming course strive explain knowledge points concepts difficulties part refined language time knowledge point accompanied necessary application examples detailed explanations code uses case driven approach help readers better grasp ideas development skills object oriented visual programming focusing mastering mechanism event driven message response content course mainly includes basics windows programming basics mfc programming among windows programming includes basic knowledge geometric drawing text inputoutput keyboard mouse application resource application mfc visual programming part mainly includes basic knowledge mfc library application various classes programming various controls knowledge points application using resource editor visual c write resource files applications single document multi document operations addition practical technologies database programming also introduced
C_course-v1:TsinghuaX+00680142X+2019_T1,confucian way selfcultivation spring,understand basic classics confucianism pay strong attention personal spiritual growth pursue independent personality,confucian self cultivation philosophy knowledge daily life important basic course education chinese people past rely logical reasoning focus reaching extreme emptiness maintaining tranquility allows us learn current life setting unique learning system world perfecting personality developing insightful wisdom time providing possibility transcendence transcending individuals serving society inheriting civilization achieving sainthood enlightenment teaching confucian self cultivation tsinghua university mainly based self cultivation part confucian classics great learning doctrine mean inherits central method yao shun yu continues elaboration song ming dynasties order enable students apply learned teaching reinterprets tradition combines various spiritual issues real social life borrows concepts modern psychology communicate confucian mentality current practical issues also adds related traditional chinese medicine philosophy knowledge self cultivation medical philosophy closely integrated years ago therefore provides students solid knowledge base rich applications physical mental moral emotional aspects confident strive self improvement virtuous
C_course-v1:JSUX+2017011101X+sp,art psychology autonomous mode,strict prerequisite course requirements long art experience design experience knowledge psychology aesthetics,art psychology divided two parts art visual psychology art social psychology first part focuses correspondence visual psychology art forms explores psychological effects art course closely integrated art practice verifies nature effect art artistic psychological research resolves basic principles important topics course divided lectures selected topics focus empirical practicality combined analysis large number works introduction human centered value judgment artistic creation methodology professional theory humanistic universality features according characteristics online courses course strives concise vivid intuitive explains profound things simple way combines speculativeness intuition fun uses limited content inspire students read offline focuses improving self study research capabilities
C_course-v1:TsinghuaX+80000901X_1+2019_T1,history chinese architecture prehistory song liao jin dynasties spring,prerequisites,thousands years chinese history many great cities changan han dynasty luoyang northern wei dynasty changan luoyang sui tang dynasties kaifeng northern song dynasty dadu yuan dynasty prosperous metropolises world time although stars cities dimmed left behind beautiful magnificent architectural masterpieces breathtaking chinas palaces religious buildings pagodas mausoleums gardens architectural types reached high level terms construction technology aesthetic pursuits ancient chinese architecture self contained set construction methods wooden structures mainstay also many masonry pagodas mausoleums large number palace buildings built history forbidden city beijing largest existing palace complex world northern southern dynasties tang dynasty large number buddhist temples cave temples appeared masonry towers built various places since southern northern dynasties also brought chinese masonry architecture high level tang liao song jin dynasties left behind large number religious architectural remains including large halls multi story pavilions high rise wooden towers meters high ming qing dynasties altars temples mausoleums residential buildings highly developed temple heaven beijing temple confucius qufu ming tombs courtyard houses beijing important examples architecture period summer palace beijing chengde summer resort representatives ancient royal gardens private gardens ming qing dynasties crystallization thousands years chinese garden art building french style song dynasty regulations engineering practice ministry industry qing dynasty two important texts chinese official architecture great significance understanding chinese architecture
C_course-v1:TsinghuaX+10610193X+2019_T1,outline modern contemporary chinese history spring,prerequisites,course based book outline modern modern history china textbook ideological political theory courses colleges universities teaches chinese people resisted foreign aggression explored way country fought national independence achieved peoples liberation established new era since chinas great journey building socialist modernization course mainly based online teaching combined large number video text materials supplemented group discussions forms strives focus research frontier integrate contemporary scientific academic aspects cultivate students historical awareness awareness times helping students gain deeper understanding national history national conditions deeper understanding history people choose marxism communist party china socialist road reform opening
C_course-v1:ZJFF+000516+sp,business etiquette autonomous mode,prerequisites,business etiquette high quality online open course universities zhejiang province one first batch ningbo university mooc alliance platform courses course includes lectures knowledge points teachers team well large number practical demonstrations comments making easy students understand etiquette videos corresponding chapter exercises two years since provincial municipal teaching platforms opened students students various colleges universities students speak highly course
C_course-v1:BNU+ENV21105101+2019_T1,solid waste disposal resource recycling spring,environmental microbiology chemistry,course based understanding basic characteristics solid waste teaching technical principles process methods equipment installations solid waste treatment disposal units discussion engineering examples everyone generally grasp basic theoretical knowledge solid waste treatment disposal technology basic skills actually engage solid waste treatment disposal design process operation beijing normal universitys excellent courses beijing normal universitys tongding young teacher award beijing normal universitys second prize teaching achievements beijing normal universitys th young teachers basic teaching skills competitions third prize beijing normal universitys st multimedia teaching software competition excellence award classes start spring campus taught consecutive years targeting undergraduate students majoring environmental engineering course taught simple terms combines theory practice deeply loved students annual teaching evaluation score assessment mechanism based complete study video courseware chapter tests final tests account total grade respectively final total score considered pass
C_course-v1:NUDT+125205501+sp,public administration independent mode,management,main contents course include concept development public management government functions government governance formulation implementation public policies public sector strategic management public organization management public sector leadership public responsibility ethics etc study course allows learners understand concepts modern public management understand operation methods activity patterns public sector become familiar formulation implementation public sector policies direction change public organizations public managers quality requirements andresponsibilities help learners deepen understanding public organizations social problems objectively scientifically analyze problems faced real society governments able propose effective solutions idea problem course taught public administration graduate students years classes people attending class taught local government leading cadres years classes people attending class lecture attracted people well received attended lecture
C_course-v1:NU+2017081001X+sp,physics future humanity autonomous mode,prerequisites,course provides high level overview basic knowledge mechanics thermal science electromagnetism optics quantum physics fields well scientific ideas methods contained therein pays attention reflecting new scientific technological progress related social issues introduces role physical principles culture culture society latest cutting edge applications daily life economy politics social networks technology big data network analysis continue advance increasingly feel role impact physics many aspects companies cities countries individuals course aims enable students acquire logical thinking abilities problem solving abilities ability accept new things popular education physics attempts view future mankind new way science development triggers question mankind comes deep thoughts go course prerequisites mathematics limited elementary mathematics small amount especially suitable students majoring humanities social sciences well students want macro overall understanding physics assessment criteria unit test final exam credit hours credit hours
C_course-v1:TsinghuaX+80611322X+sp,sociology education autonomous model,prerequisites,education gives us second life education allows us long education process ten years ever thought education given standing crossroads life make choice much say education however experience knowledge opinions need supported data use professional research theories educational sociology explain educationphenomenonhow analyzing education social perspectiveproblems course sociology education focuses oneducation social mobility sociological analysis education system globalizationand educational reform tell evolution human knowledge conceptual system social analysis subjectivity educational sociology social inequality stratification education social mobility gender educational equality class sociology school organizationsociology sociological analysis teachers profession globalization chinas educational reforma total ten lectures content lecture guided hot topic story included topic responding curiosity doubts world soothing confusion pain growing specializations academic fields course sincerely invites spend fulfilling enjoyable learning journey tsinghua teachers students thereby helping build positive self establish best educational strategies
C_course-v1:DelftX+ET3034x+sp,solar autonomous mode,prerequisites,course learn design complete photovoltaic system course provides introduction technologies converting solar energy electricity heat solar fuels primary focus electricity production photovoltaic pv devices advanced semiconductor devices transmit electricity directly sunlight focus understanding working principle manufacturing solar cells well structure photovoltaic modules design photovoltaic systems youll gain deeper understanding principles photovoltaic conversionthe conversion light electricity course explores advantages limitations challenges different solar cell technologies crystalline silicon solar cell technology thin film solar cell technology recently proposed emerging solar cell concept still experimental research stage discuss specific specifications solar modules demonstrate design complete solar system put field applications educational method course consists minutes instructional videos exercises assignments exams prescribed tasks three exams determine final grade students access tu delfts new textbook solar energy fundamentals technologies systems free charge online course administrator encourage learn communicate partners course forum helping sharing good ideas practical exercises license course material copyrighted tu delft licensed creative commons attribution noncommercial sharealike cc nc sa international license
C_course-v1:TsinghuaX+20430064_2X+sp,quantum mechanics part autonomous mode,calculus ordinary differential equations linear algebra complex functions partial differential equations etc well basic physical concepts images atomic physics,quantum mechanics theoretical basis modern modern physics scientific basis many modern high tech technologies many branches modern physics atomic molecular physics nuclear particle physics condensed matter physics materials physics chemical physics biophysics astrophysics quantum information quantum computing etc inseparable quantum mechanics recent years continuous advancement experimental technology detection methods series novel quantum phenomena emerged macro scale superconductivity superfluidity quantum hall effect high temperature superconductivity bose einstein condensation topological insulators etc greatly broadened application scope quantum mechanics deepened peoples understanding quantum mechanics time research world elementary particles research quantum information science research nature quantum entanglement etc also raised many new questions need answered quantum mechanics therefore quantum mechanics science still developing advancing times course mainly based analysis experimental phenomena using methods reasoning demonstration analytical derivation explain basic principles basic concepts quantum mechanics develop basic methods quantum mechanics deal practical physical problems seek correctly understand describe microscopic world mooc course break content quantum mechanics series video segments minutes segment containing one two basic knowledge points learning process please pay attention interconnections various knowledge points taking account different foundations goals students choose course content mooc course divided two categories basic content without asterisk improved expanded content indicated asterisk students majoring physics required master content students majoring non physics learn basic content course also beneficial harmless students majoring physics learn content improve expand abilities
C_course-v1:TsinghuaX+10800163X+2019_T1,inspiration art spring,prerequisites,usual art history art creation courses guide people understand past culture experience art past former focuses theoretical research latter focuses creative practice neither theory practice easily intervene peoples lives models life models art rather life art although live art art exist us course inspiration art dedicated eliminating barriers art life art public art like sunlight air water nurture nourish everyone society course guides students admire love art also pays attention guidance students independent thinking ability cultivation students critical thinking ability starting reading appreciating excellent works art students must learn judge analyze question starting participating producing works art students must experience creativity creation innovation purpose studying art study life use art experience entanglements deal troubles art seek creation art ultimately achieve spiritual spiritual harmony art theory art practice equals artistic life
C_course-v1:TsinghuaX+10800163X+sp,inspiration art autonomous mode,prerequisites,usual art history art creation courses guide people understand past culture experience art past former focuses theoretical research latter focuses creative practice neither theory practice easily intervene peoples lives models life models art rather life art although live art art exist us course inspiration art dedicated eliminating barriers art life art public art like sunlight air water nurture nourish everyone society course guides students admire love art also pays attention guidance students independent thinking ability cultivation students critical thinking ability starting reading appreciating excellent works art students must learn judge analyze question starting participating producing works art students must experience creativity creation innovation purpose studying art study life use art experience entanglements deal troubles art seek creation art ultimately achieve spiritual spiritual harmony art theory art practice equals artistic life
C_course-v1:TsinghuaX+30240332+2019_T1,advanced java programming spring,course requires basics java programming,popularization java technology people use java language academia industry fields involved becoming wider wider especially rapid popularity big data distributed systems java technology achieved unprecedented development popularity basis basic java programming course explains analyzes java threads network programming java virtual machines garbage collection mechanisms detailed explanations java collection classes java reflection proxy java bytecode technology making learning students course deeper understanding mastery java language related technologies
C_course-v1:TsinghuaX+40990255+2019_T1,built environment spring,prerequisites,course introduces buildings external environment indoor heat humidity environment indoor air quality environment air flow sound light environment also analyzes introduces peoples health comfort requirements requirements perspective human physiology psychology relationship indoor outdoor environmental quality provides theoretical basis creating suitable building indoor environment outdoor microenvironment studying architectural environment complete tasks understand kind indoor outdoor environment human life production processes require understand various internal external factors affect artificial environment master basic methods principles changing controlling artificial environment
C_course-v1:HIT+HIT2016001+sp,curling autonomous mode,prerequisites,curling originated scotland th century stone sliding game played frozen rivers ponds winter due unique charm project quickly became popular many european american countries currently curling developed global sport appeared official event olympic games curling introduced country developed quickly far countrys womens curling team medals world championships bronze medals olympics many times mens curling team also achieved outstanding results fourth place world championships olympics marking chinas emergence world curling powerhouse team attracted attention world main content curling course includes origin development curling curling venues equipment principles curling technology curling teaching curling tactics event appreciation introduction domestic foreign events etc teaching process curtain class students understand history tradition characteristics curling establish lifelong sports concept master basic curling competition skills tactical knowledge relevant competition rules lay solid foundation practical operations game viewing
C_course-v1:TsinghuaX+40160092X+2019_T1,production planning control spring,basic knowledge industrial engineering majors operations research statistics human factors engineering economics required understanding facility planning logistics analysis system simulation helpful study course,production planning control course core course industrial engineering major industrial engineers manufacturing managers must possess basic knowledge abilities production planning control main contents course include production operation strategy product demand forecasting inventory control comprehensive planning material requirements planning job scheduling lean production constraint theory coping changes course enable deepen understanding industrial production strengthen ability control production system part help made china grow big strong
C_course-v1:snnu+20180920X+2019_T1,logical thinking writing spring,prerequisites,thinking comes practice guides practice among various thinking abilities important logical thinking ability like writing article article without logic messy logic highly abstract science highly practical science logical reasoning embedded many excellent literary works article writing requires logical thinking therefore course aims explore logical thinking writing great practical significance strengthening thinking ability improving writing level study logical thinking writing courses students required master basic knowledge basic theories logic improve students thinking ability strengthen training logical thinking improve students ability analyze solve problems lay solid foundation learning knowledge teaching design course focuses traditional logic also taking account application logical thinking writing system structure content settings students achieve following learning goals first basic knowledge logic master apply basic logic techniques skills proficiently learn use logical knowledge analyze solve practical problems improve logical thinking ability cultivate good thinking quality definition classification induction known information well grasp relationship information require learning propositional relationships third regarding writing methods know write master basic reasoning types causal relationships familiar application argumentation methods rules combining logical relationships one hand refers connection previous subsequent statements relationship things causes consequences hand argumentation process conclusion logically deduced arguments premises accordance general rules reasoning argumentation process logical relationship arguments topic topic reasonably deduced arguments finally course aims cultivate students high level logical thinking thereby sorting sensitivity knowledge helping students master use rigorous thinking scientific methods demonstrate facts explain opinions
C_course-v1:MITx+6_002x+sp,circuits electronics autonomous mode,prerequisites,course introduces engineering context lumped circuit abstraction topics covered include resistive elements networks independent dependent sources switches mos transistors digital abstraction amplifiers energy storage elements dynamics first second order networks design time frequency domains analog digital circuits applications design lab exercises also significant components course course organized weeks keep pace class expected complete work due dates indicated homeworks labs must completed sunday week following one posted weekly coursework includes interactive video sequences readings textbook homework online laboratories optional tutorials course also midterm exam nal exam successfully earn enough points receive honor code certificate mitx
C_course-v1:TsinghuaX+30040263X+sp,soil mechanics autonomous mode,calculus engineering mechanics,soil mechanics core course civil engineering water conservancy hydropower engineering also important professional basic course transportation ports environment nuclear power plants mining related majors according characteristics positioning course needs student ability cultivation teaching soil mechanics course combined three modules theory soil mechanics three basic characteristics soil penetration deformation strength core content focusing cultivating students rational thinking analytical abilities application soil mechanics mainly study application basic theories soil mechanics various engineering problems focusing cultivating students practical calculation engineering judgment abilities soil mechanics experiments soil physical properties testing triaxial testing consolidation testing core teaching content focus cultivating students hands ability geotechnical testing
C_course-v1:BNU+2018011801X+2019_T1,restoration ecology spring,introduction ecology environmental science,restoration ecology course mainly teaches principles techniques methods ecological restoration well latest developments case practices home abroad course makes extensive use animations videos color pictures scene simulations real life scenes means combined vivid detailed explanations enable students master latest principles technologies methods restoration ecology course suitable students teachers scientific research management technical personnel extension personnel environment ecology geoscience agriculture forestry resources management sociology related majors also suitable ecological environment protection sustainable development people lofty ideals general society interested learning course taught beijing normal university rounds received good response students course video open course completed lecturer based many years teaching scientific research work large amount material collected lecturer dong shikui currently professor doctoral supervisor school environment beijing normal university visiting professor department natural resources cornell university visiting researcher china india institute new school united states currently serves ecosystem manager international union conservation nature iucn chairman northeast asia region committee cem permanent expert environmental impact assessment center ministry environmental protection deputy director agricultural ethics research society chinese grassland society title leading talents scientific technological innovation ten thousand thousand talents plan ministry science technology leading talents scientific technological innovation young middle aged talents ministry science technology lecturer national brand courses english taught china outstanding talents beijing pioneer teacher ethics beijing beijing normal university touching normal university newsmaker year first prize beijing education teaching achievements first prizes beijing normal university teaching achievements second prizes beijing normal university undergraduate teaching excellence award tongding young teacher award first prize second prize science technology progress award ministry education first prize second prize tibet autonomous region science technology progress award first prize qinghai province science technology progress award completed hosting national level projects published papers edited associate editor monographs textbooks assessment mechanism study course video completely chapter test final exam account respectively total score score considered pass score considered excellent
